brand,model,year,fuel_type,transmission,km_driven,owner_type,city,mileage,engine_cc,condition_rating,original_price,listed_price,estimated_final_price,days_to_sell,bargain_percent,car_age,depreciation_amount,resale_value_percent,demand_score,brand_popularity_score,price_per_km,premium_car
MG,ZS EV,2025,Petrol,Manual,500,First,Chennai,22,0,10,3497966,3323067,2990760,9,10,0,0,95,9.42,7,6646.13,1
Hyundai,Creta,2025,Petrol,Automatic,1132,First,Ahmedabad,19,1493,10,1609590,1529110,1406781,13,8,0,0,95,8.75,8,1350.8,0
Tata,Altroz,2022,Diesel,Automatic,54721,Second,Lucknow,24,1199,8,1021531,770642,670458,38,13,3,262179,75.44,7.36,8,14.08,0
MG,ZS EV,2023,Petrol,Automatic,38912,First,Nagpur,12,0,8,3185649,2471107,2421684,23,2,2,670248,77.57,6.73,7,63.51,1
Renault,Triber,2021,Petrol,Manual,45881,Second,Jaipur,22,999,9,781212,572315,492190,34,14,4,228669,73.26,8.19,6,12.47,0
Maruti,Dzire,2024,Petrol,Automatic,10479,First,Chandigarh,18,1197,10,1136589,1024862,901878,40,12,1,142633,90.17,8.08,9,97.8,0
Honda,HR-V,2018,Petrol,Manual,125824,Second,Pune,16,1498,6,1445240,596884,584946,49,2,7,854401,41.3,5.45,7,4.74,0
Ford,Figo,2025,Petrol,Manual,500,Third,Surat,16,1194,9,956863,909019,818117,36,10,0,0,95,7.76,4,1818.04,0
Hyundai,Venue,2024,Petrol,Automatic,14033,First,Chandigarh,19,1199,9,1178485,1054036,927551,28,12,1,134748,89.44,9.95,10,75.11,0
Honda,HR-V,2018,Petrol,Automatic,54196,First,Surat,16,1498,7,1321963,509616,463750,44,9,7,812260,38.55,7.24,7,9.4,0
Volkswagen,Virtus,2020,Petrol,Manual,80081,First,Hyderabad,21,1498,6,1219274,777165,714991,41,8,5,447580,63.74,5.14,6,9.7,0
Hyundai,Creta,2023,Diesel,Automatic,32398,First,Mumbai,22,1493,9,1428028,1139137,1093571,34,4,2,325081,79.77,9.11,8,,0
Nissan,Kicks,2022,Petrol,Automatic,41332,First,Lucknow,20,1461,8,1415280,1042070,948283,29,9,3,367924,73.63,5.84,4,25.21,0
Maruti,Dzire,2023,Diesel,Automatic,24173,Second,Mumbai,23,1197,8,921866,736017,625614,24,15,2,201148,79.84,8.78,9,30.45,0
Volkswagen,Taigun,2014,Petrol,Manual,265149,Fourth,Chennai,18,1498,3,1082571,162385,144522,41,11,11,1007730,15,3.66,7,0.61,0
MG,Hector,2017,Diesel,Automatic,179965,Fourth,Nagpur,17,1956,3,1734307,505550,470161,53,7,8,1209219,29.15,4.71,6,2.81,0
Toyota,Camry,2020,Petrol,Automatic,80438,First,Chandigarh,22,2487,7,5222168,2828326,2743476,19,3,5,2241174,54.16,6.54,8,35.16,1
Mahindra,Scorpio,2025,Petrol,Automatic,2708,Third,Lucknow,22,2184,8,2364105,2245899,2111145,19,6,0,0,95,9.93,8,829.36,0
Skoda,Octavia,2018,Petrol,Manual,104424,Third,Bhopal,22,1984,5,2721669,1232371,1010544,47,18,7,1495113,45.28,6.14,5,11.8,1
Renault,Duster,2021,CNG,Manual,54214,First,Jaipur,28,1498,8,1243150,825451,726396,39,12,4,410485,66.4,7.11,5,15.23,0
Ford,Aspire,2019,CNG,Manual,84176,Second,Surat,27,1194,7,1006594,467663,406866,43,13,6,541714,46.46,5.64,6,5.56,0
Hyundai,Venue,2020,Petrol,Automatic,88628,First,Bhopal,21,1197,6,1110616,759550,630426,25,17,5,383740,68.39,6.87,10,8.57,0
Nissan,Magnite,2012,Petrol,Automatic,168444,Second,Kolkata,15,999,2,625052,93757,87194,47,7,13,656735,15,2.05,4,0.56,0
Kia,EV6,2020,Diesel,Automatic,77182,First,Lucknow,25,0,8,8182759,4529157,3985658,29,12,5,3658564,55.35,7.17,6,58.68,1
Renault,Duster,2020,Petrol,Manual,72594,Second,Bhopal,20,1498,8,1249538,750472,682929,29,9,5,529217,60.06,5.53,5,10.34,0
Volkswagen,Polo,2013,Petrol,Manual,169610,Third,Jaipur,16,999,1,715066,107259,82589,77,23,12,619679,15,3.25,6,0.63,0
Skoda,Slavia,2017,Petrol,Automatic,116807,Fourth,Bangalore,21,1498,3,1354669,401252,349089,57,13,8,992650,29.62,4.3,6,3.44,0
Toyota,Urban Cruiser,2015,Petrol,Manual,103175,First,Chennai,17,1462,5,1015343,152301,135547,59,11,10,901551,15,5.53,10,3.96,0
Hyundai,Tucson,2019,Petrol,Automatic,66055,Second,Chandigarh,14,1998,5,2869279,1634341,1372846,26,16,6,1271436,56.96,6.88,9,24.74,1
Volkswagen,Virtus,2022,Petrol,Manual,70013,Third,Mumbai,21,1498,8,1350175,928650,863644,39,7,3,385940,68.78,6.98,5,13.26,0
Maruti,Dzire,2023,CNG,Manual,24065,Second,Bhopal,21,1197,8,1107139,881171,819489,44,7,2,252362,79.59,9.49,10,79.5,0
Kia,EV6,2020,Petrol,Automatic,80018,Second,Nagpur,15,0,8,6984826,4626748,4349143,45,6,5,2386760,66.24,7.16,7,57.82,1
Maruti,WagonR,2020,Petrol,Automatic,61433,Second,Surat,20,1199,6,672633,422346,392781,41,7,5,264266,62.79,8.29,9,6.87,0
Renault,Kwid,2018,Petrol,Manual,78363,First,Surat,20,799,7,476582,204882,194637,45,5,7,279343,42.99,5.12,6,2.61,0
Volkswagen,Taigun,2014,Diesel,Manual,264609,Third,Coimbatore,23,1498,2,930664,154490,128226,52,17,11,781656,16.6,4.12,6,0.58,0
Ford,Figo,2020,Petrol,Automatic,67072,Third,Pune,22,1194,5,763588,463803,408146,48,12,5,293661,60.74,6.5,6,6.92,0
Toyota,Glanza,2011,Petrol,Manual,140057,First,Kolkata,19,1197,1,557755,83663,78643,56,6,14,698063,15,3.35,9,0.6,0
Maruti,WagonR,2016,Diesel,Automatic,75336,First,Chennai,21,1197,4,622290,129187,122727,40,5,9,485173,20.76,4.87,9,1.71,0
Mahindra,Thar,2023,Petrol,Manual,14905,First,Chandigarh,18,2184,10,2113664,1669583,1602799,13,4,2,479899,78.99,10,8,112.01,0
Renault,Triber,2016,Diesel,Manual,161035,Fourth,Bangalore,26,999,6,797956,203000,158340,34,22,9,613701,25.44,5.67,6,1.26,0
Volkswagen,Taigun,2025,Petrol,Automatic,609,Second,Nagpur,21,1498,10,1724675,1638441,1572903,27,4,0,0,95,8.83,7,2690.38,0
Tata,Safari,2022,Petrol,Automatic,25924,First,Chandigarh,22,1956,10,2184920,1456904,1354920,24,7,3,670698,66.68,9.1,9,56.2,0
Volkswagen,Taigun,2015,Petrol,Automatic,218361,Second,Chandigarh,14,1498,4,1213713,386810,355865,45,8,10,837210,31.87,5.21,6,1.77,0
Hyundai,i20,2023,CNG,Manual,50524,Second,Surat,29,1197,7,1149594,945541,784799,36,17,2,232249,82.25,,8,18.71,0
MG,ZS EV,2025,Petrol,Automatic,1620,First,Hyderabad,18,0,9,3029852,2878359,2619306,36,9,0,0,95,8.24,8,1776.76,1
Skoda,Kodiaq,2020,Petrol,Automatic,45315,First,Mumbai,15,1984,7,4554430,2682103,2494355,43,7,5,1896335,58.89,8.58,7,59.19,1
Ford,EcoSport,2013,Petrol,Automatic,160817,Second,Pune,17,1497,2,699022,104853,96464,51,8,12,701953,15,3.86,5,0.65,0
Hyundai,i20,2025,Petrol,Manual,500,First,Delhi,18,1197,9,1146640,1089308,1013056,27,7,0,0,95,9.17,8,2178.62,0
Hyundai,Tucson,2016,Diesel,Automatic,132824,First,Hyderabad,26,1998,5,3226156,1031402,907633,37,12,9,2147535,31.97,4.95,8,7.77,1
Kia,Carens,2024,Petrol,Automatic,6947,Second,Pune,15,1497,10,1728503,1550812,1364714,40,12,1,211085,89.72,8.31,6,223.23,0
Volkswagen,Polo,2019,Diesel,Manual,54157,First,Nagpur,19,999,6,896941,439590,369255,48,16,6,446904,49.01,5.44,6,8.12,0
Renault,Triber,2024,Diesel,Automatic,15998,Third,Nagpur,18,999,8,1029878,889402,711521,38,20,1,127304,86.36,8.43,6,55.59,0
Renault,Triber,2020,CNG,Automatic,61292,Second,Mumbai,21,999,6,925310,613110,502750,28,18,5,317463,66.26,7.15,5,10,0
Skoda,Octavia,2016,Petrol,Automatic,128075,Third,Chennai,14,1984,3,2730819,1098881,967015,,12,9,1697127,40.24,5.69,5,8.58,1
Hyundai,Grand i10,2020,Petrol,Automatic,75176,First,Chennai,18,1197,6,793910,499845,434865,35,13,5,311931,62.96,6.99,10,6.65,0
Mahindra,Scorpio,2024,Petrol,Manual,13168,First,Chennai,22,2184,10,2412640,2082590,1895156,36,9,1,306301,86.32,8.65,7,158.16,0
Skoda,Kushaq,2024,Petrol,Manual,23809,Third,Kolkata,21,1498,10,1562308,1385298,1191356,39,14,1,186713,88.67,8.92,5,58.18,0
Skoda,Slavia,2018,CNG,Automatic,80459,First,Bangalore,29,1498,5,1300937,584380,555161,36,5,7,682770,44.92,6.29,7,7.26,0
Kia,Seltos,2023,Petrol,Manual,30294,First,Bhopal,13,1497,7,1551539,1210976,1089878,44,10,2,314491,78.05,8.08,6,39.97,0
Renault,Triber,2014,CNG,Automatic,122652,Second,Nagpur,23,999,3,585527,87829,83437,42,5,11,524243,15,3.13,6,0.72,0
Volkswagen,Virtus,2025,Diesel,Manual,955,Third,Surat,20,1498,9,1546781,1469441,1278413,35,13,0,0,95,7.5,5,1538.68,0
Renault,Kwid,2024,CNG,Automatic,10462,Second,Jaipur,23,799,10,691836,620715,546229,34,12,1,81227,89.72,8.96,7,59.33,0
Nissan,Magnite,2021,CNG,Automatic,66016,Second,Delhi,26,999,8,1070170,738738,679638,49,8,4,347785,69.03,6.33,6,11.19,0
Hyundai,Tucson,2019,Diesel,Automatic,158460,Third,Ahmedabad,22,1998,5,3105946,1691187,1369861,37,19,6,1355909,54.45,6.43,9,10.67,1
Honda,HR-V,2024,Diesel,Manual,11168,Third,Bangalore,20,1498,10,1610868,1408865,1169357,38,17,1,205224,87.46,9.49,8,126.15,0
Maruti,Brezza,2016,Petrol,Automatic,92027,Second,Kolkata,22,1462,4,995285,188506,180965,60,4,9,824090,18.94,7.55,10,2.05,0
Volkswagen,Taigun,2025,CNG,Automatic,1039,Fourth,Pune,25,1498,10,1810834,1720292,1513856,13,12,0,0,95,9.58,7,1655.72,0
Maruti,Swift,2021,Petrol,Manual,86291,Third,Kolkata,19,1197,6,830358,524038,424470,57,19,4,298323,63.11,8.47,10,6.07,0
Honda,Amaze,2023,Petrol,Manual,36959,First,Mumbai,16,1199,9,1143604,849583,798608,23,6,2,262306,74.29,8.17,8,22.99,0
Skoda,Slavia,2017,Petrol,Manual,171845,Second,Delhi,20,1498,4,1372177,483006,454025,55,6,8,868340,35.2,5.36,6,,0
Honda,City,2023,Petrol,Automatic,52449,Fourth,Chennai,19,1497,7,1609653,1301726,1015346,43,22,2,290562,80.87,8.26,7,24.82,0
Maruti,WagonR,2025,Petrol,Manual,500,Fourth,Surat,15,1195,9,805545,765267,604560,42,21,0,0,95,9.27,10,1530.53,0
Kia,Carens,2023,Petrol,Automatic,29053,First,Lucknow,20,1497,8,1679061,1338883,1298716,39,3,2,376827,79.74,7.19,8,94.32,0
Ford,Endeavour,2018,Diesel,Automatic,123746,Fourth,Chennai,22,1996,8,4975914,1990863,1632507,30,18,7,2882776,40.01,6.9,5,16.09,1
Maruti,Brezza,2022,CNG,Manual,100828,Fourth,Jaipur,24,1462,6,1290178,852678,690669,27,19,3,411155,66.09,8.06,9,8.46,0
Ford,Endeavour,2021,Petrol,Automatic,42921,Second,Hyderabad,14,1996,6,6096661,4019528,3617575,38,10,4,1933318,65.93,7.65,6,93.65,1
Tata,Tiago,2020,Diesel,Manual,67595,Second,Bangalore,22,1199,6,729368,428941,394625,32,8,5,285860,58.81,6.32,8,6.35,0
Toyota,Camry,2021,Petrol,Automatic,69566,Third,Delhi,13,2489,5,5447472,3430273,3052942,26,11,4,1881479,62.97,5.31,8,49.31,1
Mahindra,Bolero,2024,Petrol,Manual,12946,First,Delhi,16,1493,10,1249364,1117056,915985,14,18,1,147459,89.41,9.14,7,86.29,0
Skoda,Slavia,2020,CNG,Manual,150364,Third,Coimbatore,22,1498,5,1286548,715963,637207,62,11,5,547107,55.65,5.85,5,4.76,0
Hyundai,Venue,2024,Diesel,Manual,9475,First,Delhi,25,1197,9,1197235,1072722,1029813,32,4,1,131187,89.6,7.79,8,113.22,0
Hyundai,Alcazar,2021,Diesel,Automatic,85792,Third,Jaipur,16,1999,7,2242437,1535845,1228676,28,20,4,750327,68.49,7.61,10,17.9,0
MG,Gloster,2019,Diesel,Automatic,139825,Second,Pune,22,1996,7,3894364,2185517,2098096,32,4,6,1822547,56.12,7.08,7,15.63,1
Kia,Seltos,2024,Petrol,Manual,20011,Second,Pune,20,1497,10,1596236,1412349,1369978,31,3,1,163121,88.48,9.69,7,70.58,0
Renault,Triber,2020,CNG,Manual,65300,Second,Bhopal,28,999,7,798734,487706,477951,47,2,5,327127,61.06,7.84,5,7.47,0
Renault,Duster,2013,CNG,Manual,188820,First,Bhopal,24,1498,2,1007750,151162,126976,68,16,12,888484,15,3.11,6,0.8,0
Tata,Nexon,2023,Diesel,Manual,15840,First,Jaipur,22,1497,8,1327637,1077111,937086,38,13,2,270158,81.13,8.91,8,68,0
Tata,Altroz,2024,Petrol,Manual,15833,Third,Lucknow,17,1199,10,936339,805251,676410,22,16,1,109510,86,10,9,50.86,0
Kia,Seltos,2017,Petrol,Manual,196880,Third,Delhi,21,1497,5,1316351,461512,369209,,20,8,875763,35.06,5.19,6,2.34,0
Ford,Endeavour,2025,Diesel,Automatic,500,First,Lucknow,22,1996,9,6725370,6389101,5750190,27,10,0,0,95,8.84,6,12778.2,1
MG,Hector,2024,CNG,Automatic,19126,Second,Kolkata,26,1956,10,2204627,1937867,1666565,28,14,1,274650,87.9,8.27,6,101.32,0
Nissan,Terrano,2019,Petrol,Manual,124575,Third,Coimbatore,14,1461,6,1049050,560297,521076,33,7,6,509271,53.41,6.35,4,4.5,0
Toyota,Fortuner,2018,CNG,Manual,93603,Second,Chennai,30,2755,7,3666385,1511650,1239553,,18,7,2174322,41.23,,9,16.15,1
Ford,Endeavour,2024,Petrol,Automatic,6961,First,Chandigarh,20,1996,10,6189056,5547869,4604731,27,17,1,734522,89.64,7.3,6,796.99,1
Nissan,Terrano,2015,Diesel,Manual,108011,Second,Jaipur,17,1461,3,974219,228649,194351,57,15,10,752719,23.47,4.54,6,2.12,0
Hyundai,Alcazar,2020,Petrol,Automatic,83724,First,Kolkata,17,1999,6,2297630,1418097,1333011,34,6,5,833619,61.72,8.53,10,16.94,0
Maruti,Ciaz,2022,Petrol,Manual,57606,Second,Pune,22,1462,7,1364929,980837,941603,45,4,3,384236,71.86,9.63,10,17.03,0
Honda,City,2022,Diesel,Automatic,74744,Third,Pune,27,1497,8,1615363,1138830,1024947,45,10,3,525009,70.5,8.36,8,15.24,0
Maruti,Baleno,2021,Diesel,Automatic,123837,Third,Surat,22,1197,5,865867,631823,549686,61,13,4,258303,72.97,6.08,10,5.1,0
Tata,Tigor,2023,Petrol,Automatic,42829,Second,Surat,16,1199,9,832648,703504,626118,43,11,2,145483,84.49,7.21,8,16.43,0
Toyota,Innova,2020,Petrol,Automatic,84358,First,Surat,14,2393,7,2505886,1448402,1216657,30,16,5,1116247,57.8,6.47,8,17.17,0
Maruti,Brezza,2022,Petrol,Manual,39402,First,Coimbatore,21,1462,8,1332085,969491,862846,23,11,3,390220,72.78,9.23,10,24.61,0
Honda,Elevate,2022,Diesel,Manual,40680,First,Lucknow,18,1200,8,1092604,780228,686600,38,12,3,294544,71.41,8.78,8,19.18,0
Tata,Tiago,2023,Diesel,Automatic,27467,Second,Hyderabad,19,1199,9,722002,585904,556608,23,5,2,137043,81.15,9.44,9,21.33,0
Tata,Punch,2023,CNG,Automatic,18084,First,Bhopal,20,1199,8,1024945,862901,767981,47,11,2,187086,84.19,7.14,7,47.72,0
Hyundai,Alcazar,2024,CNG,Automatic,10878,First,Chandigarh,27,1999,9,2594177,2359663,2123696,15,10,1,292797,90.96,9.03,10,216.92,0
Ford,Endeavour,2012,Petrol,Automatic,180889,Third,Hyderabad,15,1996,1,3467239,520085,431670,58,17,13,4025630,15,1.64,4,2.88,1
Ford,Endeavour,2022,Petrol,Automatic,34081,First,Lucknow,17,1996,9,5388550,3846885,3269852,31,15,3,1458325,71.39,9.01,6,112.87,1
Tata,Nexon,2021,Petrol,Automatic,42485,Second,Chandigarh,22,1496,6,1286845,843912,801716,24,5,4,462724,65.58,8.53,8,19.86,0
Mahindra,Thar,2023,Petrol,Manual,33844,Second,Ahmedabad,20,2184,7,2054445,1609041,1351594,43,16,2,463242,78.32,9.29,9,47.54,0
Ford,Figo,2024,Petrol,Manual,12529,Third,Mumbai,17,1194,8,1003973,863115,819959,,5,1,122751,85.97,7.06,4,68.89,0
Hyundai,Verna,2021,Petrol,Automatic,63632,First,Nagpur,15,1497,6,1221159,794974,723426,28,9,4,420489,65.1,7.24,9,12.49,0
Hyundai,Verna,2021,Petrol,Automatic,44318,First,Bangalore,15,1497,8,1189765,769302,753915,43,2,4,405662,64.66,8.69,9,17.36,0
Honda,Amaze,2024,Petrol,Manual,19166,Second,Mumbai,24,1199,10,1088209,973729,944517,36,3,1,115425,89.48,10,9,50.81,0
Maruti,Ciaz,2024,Petrol,Manual,8859,Second,Lucknow,14,1462,10,1280663,1156694,1064158,14,8,1,142808,90.32,10,10,130.57,0
Toyota,Fortuner,2020,Petrol,Automatic,123493,Third,Bangalore,19,2755,5,4545320,2376293,1901034,35,20,5,2035909,52.28,8.29,10,19.24,1
Hyundai,Aura,2024,Petrol,Automatic,12964,First,Ahmedabad,13,1197,9,1094384,941936,847742,37,10,1,125910,86.07,8.6,9,72.66,0
Honda,HR-V,2022,Petrol,Automatic,63197,Third,Lucknow,20,1498,7,1721459,1127211,991945,41,12,3,574744,65.48,7.15,9,17.84,0
Tata,Tiago,2017,Petrol,Automatic,90399,First,Surat,14,1199,5,533139,193049,187257,34,3,8,343567,36.21,5.53,7,2.14,0
Ford,EcoSport,2024,Petrol,Manual,13286,First,Lucknow,14,1497,9,1286619,1168507,1039971,29,11,1,140949,90.82,7.75,5,87.95,0
Hyundai,Grand i10,2022,Diesel,Manual,40933,First,Jaipur,27,1197,8,837315,541240,454641,25,16,3,280176,64.64,8.04,9,13.22,0
Hyundai,Alcazar,2021,Petrol,Automatic,35381,First,Nagpur,13,1999,7,2101201,1348550,1321579,39,2,4,753656,64.18,6.94,9,38.12,0
Tata,Safari,2022,Petrol,Manual,31463,Second,Delhi,20,1956,8,2162367,1595826,1388368,22,13,3,574593,73.8,7.03,7,50.72,0
Kia,EV6,2016,CNG,Automatic,170912,Second,Hyderabad,25,0,5,5567936,1550670,1318069,30,15,9,4170373,27.85,4.51,6,9.07,1
Kia,EV6,2020,Petrol,Automatic,124950,Third,Surat,21,0,5,8065264,4619783,3880617,46,16,5,3241795,57.28,6.1,6,36.97,1
Maruti,Swift,2017,Petrol,Manual,164181,Third,Pune,20,1197,4,685786,242905,204040,55,16,8,441726,35.42,4.96,10,1.48,0
Tata,Tigor,2021,Diesel,Automatic,34305,First,Chennai,28,1199,7,744569,514497,437322,38,15,4,224487,69.1,8.86,8,15,0
Toyota,Innova,2013,Petrol,Manual,273840,Fourth,Chennai,14,2393,2,1691406,253710,197893,72,22,12,1470358,15,5.13,8,0.93,0
Hyundai,i20,2022,Petrol,Manual,50408,First,Kolkata,17,1197,9,952778,703245,646985,28,8,3,275334,73.81,7.82,10,13.95,0
MG,ZS EV,2021,Petrol,Manual,108601,Third,Surat,14,0,7,2582562,1873390,1554913,,17,4,725381,72.54,6.52,8,17.25,1
Maruti,Brezza,2024,Petrol,Manual,29711,Fourth,Surat,22,1462,8,1389625,1233431,1060750,35,14,1,165100,88.76,8.68,9,41.51,0
Kia,EV6,2018,Petrol,Automatic,82212,Second,Coimbatore,17,0,7,7579242,3281811,2986448,23,9,7,4154462,43.3,,6,39.92,1
Tata,Harrier,2020,Diesel,Manual,43978,Second,Kolkata,27,1956,7,2020236,1082644,1060991,25,2,5,878354,53.59,8.22,7,24.62,0
Renault,Kwid,2020,Petrol,Automatic,101317,Second,Kolkata,21,799,8,566043,342625,335772,51,2,5,212459,60.53,8.9,7,3.38,0
Ford,Endeavour,2020,Petrol,Manual,95482,Third,Kolkata,13,1998,5,5382916,3253434,2700350,35,17,5,2054409,60.44,5.77,4,34.07,1
Skoda,Octavia,2023,Petrol,Automatic,61503,Third,Kolkata,22,1984,9,4070627,3349718,3115237,22,7,2,768595,82.29,8.06,5,54.46,1
Ford,Aspire,2016,Petrol,Manual,127770,Second,Jaipur,20,1194,5,708499,243440,204489,54,16,9,479774,34.36,4.5,4,1.91,0
Skoda,Octavia,2024,Petrol,Automatic,9519,First,Jaipur,13,1984,10,3413603,2847627,2363530,7,17,1,464280,83.42,9.58,6,299.15,1
MG,Astor,2023,Diesel,Manual,45531,Second,Chennai,28,1497,7,1731278,1408221,1253316,25,11,2,356650,81.34,7.48,8,30.93,0
Kia,Sonet,2025,Petrol,Manual,4631,First,Pune,16,1197,10,1176962,1118113,1084569,15,3,0,0,95,10,8,241.44,0
Hyundai,Alcazar,2020,CNG,Automatic,121441,Fourth,Delhi,29,1999,7,2232365,1498140,1243456,28,17,5,785178,67.11,6.72,9,12.34,0
Maruti,Brezza,2018,Diesel,Manual,115901,Second,Pune,27,1462,7,942789,335727,292082,45,13,7,582891,35.61,8.77,10,2.9,0
Tata,Punch,2025,Diesel,Manual,1452,Fourth,Chandigarh,19,1199,10,1036373,984554,945171,10,4,0,0,95,,7,678.07,0
Ford,Figo,2025,Diesel,Manual,500,Fourth,Pune,27,1194,9,1135949,1079151,841737,21,22,0,0,95,8.98,5,2158.3,0
Toyota,Glanza,2024,Diesel,Automatic,16964,Second,Bangalore,22,1197,10,1044401,896722,798082,37,11,1,122228,85.86,10,10,52.86,0
MG,Gloster,2023,Diesel,Automatic,63284,Fourth,Kolkata,22,1996,8,4990562,3878165,3257658,26,16,2,978119,77.71,6.44,6,61.28,1
Renault,Duster,2022,Diesel,Automatic,48299,Third,Nagpur,28,1498,8,1230477,895910,797359,34,11,3,340422,72.81,7.08,6,18.55,0
Toyota,Glanza,2021,Petrol,Manual,54679,First,Ahmedabad,18,1197,6,1069866,703543,626153,44,11,4,359820,65.76,8.35,8,12.87,0
Tata,Tigor,2019,CNG,Automatic,94365,First,Jaipur,,1199,6,763172,410662,394235,27,4,6,340529,53.81,6.89,9,4.35,0
Renault,Triber,2023,CNG,Manual,18562,Second,Mumbai,21,999,10,925589,716035,622950,42,13,2,196740,77.36,7.53,6,38.58,0
Maruti,Ciaz,2023,Petrol,Automatic,35245,Second,Kolkata,21,1462,9,1123078,865893,796621,16,8,2,255195,77.1,9.86,10,,0
Maruti,Alto,2021,Diesel,Automatic,115208,Third,Surat,21,796,6,484701,308948,250247,58,19,4,172839,63.74,7.28,10,2.68,0
Tata,Harrier,2023,Petrol,Manual,43749,Fourth,Bhopal,21,1956,7,2126638,1720875,1634831,21,5,2,423039,80.92,9.32,9,39.34,0
MG,Gloster,2020,Diesel,Automatic,75032,Second,Bhopal,23,1996,8,3612828,2370737,1944004,17,18,5,1248801,65.62,7.84,6,31.6,1
Honda,HR-V,2023,Petrol,Automatic,25828,Third,Delhi,13,1498,8,1873122,1521537,1354167,23,11,2,378733,81.23,7.52,9,58.91,0
Honda,Amaze,2022,Petrol,Manual,32508,First,Mumbai,17,1199,7,1011246,774513,728042,31,6,3,259752,76.59,8.73,9,23.83,0
Maruti,Ciaz,2021,Petrol,Manual,70658,First,Kolkata,18,1462,8,1304854,842022,766240,42,9,4,456367,64.53,7.4,10,11.92,0
Tata,Altroz,2020,Diesel,Automatic,77062,Second,Bhopal,26,1199,7,895390,591315,579488,44,2,5,324504,66.04,7.27,9,,0
Hyundai,Tucson,2019,Petrol,Automatic,135002,Second,Ahmedabad,15,1998,5,3102870,1832555,1667625,24,9,6,1346116,59.06,7.29,8,13.57,1
MG,Hector,2024,Petrol,Manual,18311,Third,Bangalore,21,1956,10,1967903,1805944,1553111,33,14,1,218507,91.77,9.79,8,98.63,0
Honda,HR-V,2023,Petrol,Automatic,33826,First,Nagpur,15,1498,7,1666242,1351488,1121735,34,17,2,310055,81.11,8.78,8,39.95,0
MG,Hector,2024,Petrol,Automatic,21518,Second,Bhopal,17,1956,10,2411814,2172562,1824952,35,16,1,265308,90.08,8.89,7,,0
Volkswagen,Polo,2014,Diesel,Manual,159659,First,Jaipur,17,999,5,677318,101597,99565,59,2,11,585053,15,5.14,6,0.64,0
Volkswagen,Vento,2024,Diesel,Manual,18332,Second,Bangalore,24,1598,10,1531393,1293108,1215521,18,6,1,204002,84.44,8.98,5,70.54,0
Kia,EV6,2014,Petrol,Automatic,219173,Second,Kolkata,18,0,3,6001491,900223,882218,61,2,11,5330752,15,4.08,8,4.11,1
Toyota,Urban Cruiser,2025,CNG,Manual,500,First,Delhi,24,1462,9,1235506,1173730,962458,22,18,0,0,95,9.95,10,2347.46,0
Skoda,Kodiaq,2013,Diesel,Automatic,144436,Second,Bangalore,22,1984,2,3703408,555511,461074,57,17,12,3313501,15,4.13,6,3.85,1
Renault,Triber,2020,Petrol,Manual,50456,First,Kolkata,18,997,8,898690,527351,500983,43,5,5,395652,58.68,5.71,5,10.45,0
Honda,City,2024,CNG,Manual,13716,First,Ahmedabad,,1497,10,1725398,1469348,1425267,25,3,1,218024,85.16,9.89,8,107.13,0
Honda,Elevate,2018,Diesel,Manual,78900,First,Ahmedabad,28,1200,6,1085434,389779,378085,33,3,7,663985,35.91,7.52,9,4.94,0
Renault,Duster,2022,Petrol,Automatic,79147,Fourth,Ahmedabad,15,1498,6,1359410,924806,841573,42,9,3,414971,68.03,7.27,7,11.68,0
Mahindra,Thar,2017,Petrol,Manual,123969,First,Nagpur,13,2184,6,1910761,806914,782706,38,3,8,1079501,42.23,,7,6.51,0
Toyota,Camry,2015,Diesel,Automatic,154846,First,Nagpur,21,2487,5,4342970,651445,599329,33,8,10,3865596,15,6.86,8,4.21,1
Renault,Kiger,2022,Petrol,Manual,55587,First,Pune,21,999,7,845400,637854,567690,48,11,3,218588,75.45,7.78,5,11.47,0
MG,Hector,2023,Petrol,Automatic,30846,First,Delhi,13,1956,9,2300174,1973549,1914342,30,3,2,391330,85.8,9.77,8,63.98,0
Nissan,Terrano,2023,Diesel,Automatic,21178,Second,Chandigarh,25,1461,10,1485373,1193942,979032,42,18,2,328783,80.38,7.61,5,56.38,0
Hyundai,Aura,2022,Petrol,Automatic,35971,First,Chennai,15,1197,9,809499,599595,557623,45,7,3,223567,74.07,10,10,16.67,0
Tata,Tiago,2021,Petrol,Manual,60698,First,Mumbai,13,1199,6,682692,447504,434078,37,3,4,222882,65.55,8.95,9,7.37,0
Ford,Endeavour,2023,Petrol,Automatic,34519,Fourth,Jaipur,21,1996,7,5464430,4345861,3737440,19,14,2,1235944,79.53,8.14,4,125.9,1
Maruti,Ciaz,2023,CNG,Manual,36521,Second,Chennai,25,1462,9,1173372,989856,831479,17,16,2,208073,84.36,8.44,10,27.1,0
Kia,Carens,2024,CNG,Automatic,26340,Fourth,Bhopal,25,1497,10,1379889,1211680,945110,28,22,1,141224,87.81,9.51,6,46,0
Mahindra,XUV400,2024,Diesel,Automatic,15812,First,Bangalore,17,0,10,2200425,1940334,1726897,41,11,1,271831,88.18,8.36,9,122.71,0
Tata,Harrier,2012,Diesel,Automatic,241663,Second,Kolkata,25,1956,3,1491127,223669,187881,64,16,13,1465044,15,5.8,7,0.93,0
Maruti,Swift,2016,Petrol,Automatic,132595,First,Chennai,17,1197,4,686962,259190,228087,62,12,9,430941,37.73,5.09,10,1.95,0
